date,value,holdings
2024-02-01,1000000.0,20
2024-03-01,1018991.84,20
2024-04-01,1073419.63,20
2024-05-06,924070.05,20
2024-06-03,835256.15,20
2024-07-01,753263.57,20
2024-08-01,700723.9,20
2024-09-02,633941.3,20
2024-10-08,839302.26,20
2024-11-01,816497.0,20
2024-12-02,805137.15,20
