trade_date,open,high,low,close,volume
2026-01-05,363.094,371.094,361.284,370.594,336881.0
2026-01-06,373.094,373.594,362.134,367.084,341477.0
2026-01-07,366.044,368.574,361.584,364.104,262285.0
2026-01-08,361.094,366.424,360.094,362.304,269590.0
2026-01-09,362.264,370.724,360.104,362.324,314772.0
2026-01-12,361.094,361.094,344.754,354.774,488307.0
2026-01-13,359.344,360.864,350.094,352.094,296709.0
2026-01-14,353.124,354.314,344.804,347.074,380834.0
2026-01-15,345.844,351.374,344.894,346.844,323709.0
2026-01-16,351.084,354.814,344.604,345.414,319818.0
2026-01-19,344.564,348.434,338.424,341.994,338643.0
2026-01-20,343.094,350.004,340.994,342.694,354406.0
2026-01-21,345.034,350.784,342.094,342.904,393936.0
2026-01-22,344.124,346.824,332.594,338.894,459948.0
2026-01-23,341.104,343.094,336.344,340.094,339761.0
2026-01-26,345.114,345.644,334.304,335.144,332914.0
2026-01-27,337.984,337.994,327.114,332.494,322949.0
2026-01-28,330.974,337.094,326.104,333.084,463082.0
2026-01-29,333.594,338.254,331.254,334.984,338444.0
2026-01-30,341.494,346.854,337.194,343.094,486501.0
2026-02-02,350.094,351.084,337.224,342.074,391917.0
2026-02-03,342.094,345.894,336.594,341.004,265163.0
2026-02-04,344.054,359.744,340.604,358.124,485317.0
2026-02-05,358.864,359.844,349.114,356.034,284272.0
2026-02-06,352.414,365.974,351.104,362.204,393726.0
2026-02-09,363.594,365.594,355.694,361.914,274486.0
2026-02-10,358.264,363.894,357.094,358.064,185635.0
2026-02-11,359.994,364.084,357.594,361.094,196535.0
2026-02-12,363.094,370.974,361.124,368.964,277546.0
2026-02-13,368.704,370.094,358.104,358.434,223145.0
2026-02-24,365.734,366.594,355.044,355.044,226951.0
2026-02-25,356.784,359.694,353.194,355.274,187166.0
2026-02-26,349.144,351.294,336.594,339.094,435414.0
2026-02-27,340.214,342.034,335.104,335.104,254466.0
2026-03-02,334.094,337.994,329.774,333.314,283513.0
2026-03-03,339.424,347.444,337.124,337.164,400075.0
2026-03-04,334.194,335.114,327.294,331.994,250804.0
2026-03-05,337.674,346.944,335.754,343.344,310061.0
2026-03-06,342.094,350.114,337.754,347.864,209631.0
2026-03-09,341.934,352.944,338.154,350.594,317976.0
2026-03-10,368.094,372.864,359.594,369.394,507417.0
2026-03-11,372.674,396.644,372.074,389.894,575987.0
2026-03-12,393.094,393.994,385.794,388.594,291504.0
2026-03-13,386.974,397.084,386.894,390.094,355826.0
2026-03-16,394.864,406.264,391.094,401.494,373521.0
2026-03-17,408.874,413.094,397.654,398.094,359807.0
2026-03-18,398.454,399.094,389.864,395.114,265300.0
2026-03-19,395.034,407.094,393.094,393.594,292866.0
2026-03-20,398.174,415.174,393.224,406.094,537297.0
2026-03-23,410.424,410.454,391.844,395.084,446141.0
2026-03-24,398.094,404.994,381.094,390.084,364105.0
2026-03-25,386.094,393.594,380.894,390.904,267528.0
2026-03-26,386.934,406.814,385.094,395.594,267637.0
2026-03-27,399.214,411.424,394.824,409.274,302580.0
2026-03-30,406.094,411.944,398.694,406.094,253484.0
2026-03-31,406.094,410.044,394.674,394.794,249256.0
2026-04-01,402.824,402.964,389.094,398.804,231701.0
2026-04-02,400.994,405.084,390.294,394.264,223056.0
2026-04-03,393.094,393.894,378.224,379.554,247515.0
2026-04-07,383.074,386.294,374.584,377.684,172576.0
2026-04-08,389.594,390.744,381.314,384.394,364184.0
2026-04-09,387.194,387.374,379.754,383.084,259552.0
2026-04-10,387.094,412.094,385.774,409.094,507887.0
2026-04-13,411.094,426.424,409.094,420.224,412399.0
2026-04-14,414.594,425.584,407.494,423.884,442208.0
2026-04-15,431.974,432.554,420.164,424.094,373536.0
2026-04-16,434.094,453.094,426.114,447.074,635062.0
2026-04-17,449.054,450.734,434.104,437.294,365358.0
2026-04-20,426.094,430.994,419.104,425.594,529278.0
2026-04-21,428.094,443.224,418.194,440.694,577746.0
2026-04-22,441.01,447.97,433.13,436.35,460254.0
2026-04-23,443.5,443.6,435.0,438.9,354310.0
2026-04-24,442.0,448.45,438.0,444.9,395425.0
2026-04-27,444.63,448.76,433.8,434.88,330613.0
2026-04-28,426.19,433.3,423.0,427.67,350121.0
2026-04-29,432.0,445.15,428.0,445.0,376336.0
2026-04-30,446.5,449.5,436.0,436.0,298121.0
2026-05-06,457.5,465.88,448.63,460.0,473727.0
2026-05-07,468.75,468.75,447.0,451.64,386213.0
2026-05-08,449.0,455.5,436.2,437.0,366049.0
2026-05-11,440.0,450.51,435.1,446.11,341901.0
2026-05-12,446.59,446.85,429.29,431.25,341515.0
2026-05-13,431.01,436.58,427.08,434.05,316858.0
2026-05-14,449.38,450.45,427.0,427.0,347046.0
2026-05-15,428.08,431.5,421.0,423.6,297049.0
2026-05-18,420.58,422.9,414.0,417.23,284983.0
