trade_date,open,high,low,close,volume
2026-01-05,98.4,99.48,97.9,98.11,382625.0
2026-01-06,98.22,100.5,98.12,99.99,521785.0
2026-01-07,99.96,99.96,97.06,97.6,560849.0
2026-01-08,97.2,97.2,96.33,96.88,300655.0
2026-01-09,97.05,97.95,96.9,97.01,350341.0
2026-01-12,97.01,98.0,96.3,97.47,425257.0
2026-01-13,99.0,99.6,96.88,97.19,498723.0
2026-01-14,96.81,97.74,95.51,96.1,514750.0
2026-01-15,96.08,96.64,95.6,95.67,295635.0
2026-01-16,96.7,97.44,95.6,95.86,384588.0
2026-01-19,96.81,97.3,95.77,96.19,334927.0
2026-01-20,96.22,96.26,94.68,94.74,389149.0
2026-01-21,94.01,94.94,94.0,94.1,308334.0
2026-01-22,94.72,95.13,93.89,94.12,291014.0
2026-01-23,94.24,94.36,93.51,93.65,383303.0
2026-01-26,93.65,93.66,92.5,92.63,375460.0
2026-01-27,92.67,92.99,91.8,91.81,362981.0
2026-01-28,91.8,93.5,90.01,93.34,715566.0
2026-01-29,92.66,92.92,91.61,92.31,371825.0
2026-01-30,92.27,92.27,90.7,90.89,329176.0
2026-02-02,88.0,89.09,86.97,87.05,646974.0
2026-02-03,87.2,87.4,85.88,87.37,377827.0
2026-02-04,86.99,89.33,86.45,89.14,376505.0
2026-02-05,88.5,91.23,88.33,90.11,354240.0
2026-02-06,89.39,90.66,89.0,89.82,247088.0
2026-02-09,90.5,90.65,89.83,90.06,208180.0
2026-02-10,90.0,91.57,89.84,90.81,267605.0
2026-02-11,90.88,92.95,90.88,92.28,396950.0
2026-02-12,92.29,92.35,91.08,91.16,230313.0
2026-02-13,90.05,91.09,89.88,90.27,217339.0
2026-02-24,91.98,91.99,90.61,90.87,206445.0
2026-02-25,90.89,92.79,90.89,91.45,324780.0
2026-02-26,91.4,91.4,89.61,89.85,291019.0
2026-02-27,89.4,89.94,89.1,89.32,219341.0
2026-03-02,88.0,97.25,87.72,96.79,1435137.0
2026-03-03,96.39,96.99,93.99,95.21,865741.0
2026-03-04,95.2,96.8,93.7,95.99,700969.0
2026-03-05,96.8,96.82,93.89,94.47,552440.0
2026-03-06,96.0,96.0,93.25,93.62,503540.0
2026-03-09,93.62,98.0,93.0,97.52,1093409.0
2026-03-10,97.18,97.49,96.08,96.6,507462.0
2026-03-11,96.75,100.34,95.67,99.22,903744.0
2026-03-12,99.23,100.69,98.7,99.1,502524.0
2026-03-13,99.0,100.79,98.3,99.67,519765.0
2026-03-16,99.67,105.0,98.79,104.62,1087814.0
2026-03-17,104.63,106.66,102.71,102.87,841389.0
2026-03-18,102.82,102.82,100.05,101.69,617996.0
2026-03-19,100.99,103.88,100.47,102.31,531059.0
2026-03-20,102.0,104.45,101.56,103.03,628783.0
2026-03-23,103.87,111.82,103.18,107.63,1782446.0
2026-03-24,108.4,108.4,104.93,106.64,921446.0
2026-03-25,106.72,107.66,105.28,106.6,662665.0
2026-03-26,106.62,107.68,102.7,103.14,828121.0
2026-03-27,103.99,105.89,102.75,105.3,658455.0
2026-03-30,103.51,108.0,103.25,106.05,727557.0
2026-03-31,107.0,108.49,105.1,105.25,588659.0
2026-04-01,105.9,106.5,102.37,102.65,715198.0
2026-04-02,102.49,103.48,100.5,101.65,604349.0
2026-04-03,101.8,102.3,99.0,99.01,491745.0
2026-04-07,99.5,99.77,97.45,97.98,379697.0
2026-04-08,98.5,101.28,98.11,101.22,562818.0
2026-04-09,100.21,100.21,98.81,99.03,379063.0
2026-04-10,99.39,102.2,99.03,101.67,605731.0
2026-04-13,101.57,104.99,100.81,104.25,663136.0
2026-04-14,103.0,104.19,102.5,103.82,543343.0
2026-04-15,103.82,104.77,102.5,103.03,428719.0
2026-04-16,103.28,105.97,103.28,105.54,643661.0
2026-04-17,104.99,105.46,103.12,103.78,442048.0
2026-04-20,103.78,103.95,102.62,102.91,383677.0
2026-04-21,102.91,103.19,101.33,101.53,432258.0
2026-04-22,101.11,102.38,100.6,101.62,343733.0
2026-04-23,101.57,101.59,99.01,99.98,492164.0
2026-04-24,99.91,99.91,98.7,99.46,337739.0
2026-04-27,100.0,104.0,99.88,102.34,601670.0
2026-04-28,101.85,103.3,101.34,101.48,361550.0
2026-04-29,101.47,105.64,101.0,105.4,1056558.0
2026-04-30,104.54,105.45,102.37,102.98,600979.0
2026-05-06,101.7,101.89,100.2,100.75,670487.0
2026-05-07,101.05,101.26,100.01,100.46,468846.0
2026-05-08,100.47,101.0,99.8,100.02,382158.0
2026-05-11,100.02,100.73,99.0,100.44,482810.0
2026-05-12,99.97,100.1,99.1,99.23,353441.0
2026-05-13,99.23,99.25,97.81,98.6,456194.0
2026-05-14,99.0,100.0,98.45,98.73,339180.0
2026-05-15,98.0,98.03,96.26,96.3,466217.0
2026-05-18,95.34,95.94,94.3,94.51,354613.0
2026-05-19,94.51,96.08,93.8,96.0,296184.0
2026-05-20,95.3,95.49,93.3,93.36,415010.0
2026-05-21,93.41,96.2,93.41,93.51,373950.0
2026-05-22,93.55,94.19,92.61,93.75,268592.0
2026-05-25,95.0,97.21,95.0,95.96,405995.0
2026-05-26,95.8,96.92,94.51,96.55,386524.0
2026-05-27,96.0,97.27,94.66,95.22,362374.0
2026-05-28,95.22,95.99,94.03,95.88,314590.0
2026-05-29,98.9,99.5,96.13,96.18,606294.0
2026-06-01,96.18,96.22,93.6,93.65,445981.0
2026-06-02,96.0,96.88,94.31,96.76,554964.0
2026-06-03,96.0,96.0,94.5,94.82,370434.0
2026-06-04,93.6,94.39,93.1,93.44,318712.0
2026-06-05,93.52,94.0,92.3,93.01,339969.0
2026-06-08,91.0,92.02,90.3,91.19,316844.0
2026-06-09,91.22,91.92,90.03,91.89,281927.0
2026-06-10,91.0,91.0,90.1,90.31,241287.0
2026-06-11,90.1,90.8,88.88,89.8,315087.0
2026-06-12,89.9,91.78,89.25,91.6,385352.0
2026-06-15,91.61,91.9,90.4,90.82,312979.0
