trade_date,open,high,low,close,volume
2026-01-05,27.7,28.01,27.65,27.71,496361.0
2026-01-06,27.65,27.79,27.31,27.72,495810.0
2026-01-07,27.75,27.88,27.48,27.52,409209.0
2026-01-08,27.0,27.0,26.21,26.36,1635152.0
2026-01-09,26.31,26.8,26.3,26.78,872359.0
2026-01-12,26.78,26.88,26.51,26.84,610974.0
2026-01-13,26.84,27.19,26.54,26.63,557667.0
2026-01-14,26.61,26.76,26.45,26.5,614522.0
2026-01-15,26.5,26.68,26.28,26.32,483086.0
2026-01-16,26.44,26.44,26.02,26.07,588316.0
2026-01-19,26.1,26.28,26.06,26.19,458355.0
2026-01-20,26.22,26.36,26.05,26.28,480489.0
2026-01-21,26.35,26.35,25.87,25.94,719789.0
2026-01-22,25.94,26.16,25.84,25.91,538627.0
2026-01-23,25.91,26.09,25.85,25.92,656850.0
2026-01-26,25.93,26.08,25.62,25.78,760417.0
2026-01-27,25.79,25.88,25.47,25.47,678267.0
2026-01-28,25.53,25.58,25.18,25.24,816136.0
2026-01-29,25.2,25.94,24.9,25.93,1458164.0
2026-01-30,25.8,25.9,25.43,25.44,777337.0
2026-02-02,25.77,25.94,25.46,25.55,741014.0
2026-02-03,25.52,25.83,25.47,25.7,571566.0
2026-02-04,25.74,26.14,25.71,26.11,609688.0
2026-02-05,26.2,26.45,26.05,26.31,675579.0
2026-02-06,26.34,26.58,26.1,26.18,567769.0
2026-02-09,26.1,26.38,26.08,26.18,431553.0
2026-02-10,26.13,26.13,25.74,25.85,564765.0
2026-02-11,25.9,26.08,25.79,25.97,366052.0
2026-02-12,25.94,25.96,25.66,25.71,344480.0
2026-02-13,25.8,25.8,25.56,25.58,334695.0
2026-02-24,25.71,25.73,25.26,25.47,435220.0
2026-02-25,25.47,25.75,25.32,25.4,484889.0
2026-02-26,25.41,25.45,25.18,25.22,444623.0
2026-02-27,25.23,25.36,25.11,25.18,395340.0
2026-03-02,25.05,25.24,24.76,25.1,577906.0
2026-03-03,25.1,25.36,24.88,25.03,552892.0
2026-03-04,24.91,24.95,24.55,24.72,525142.0
2026-03-05,24.79,25.14,24.71,24.77,354657.0
2026-03-06,24.72,25.38,24.68,25.31,548649.0
2026-03-09,25.14,25.5,24.95,25.38,578505.0
2026-03-10,25.38,25.64,25.35,25.5,485924.0
2026-03-11,25.56,25.56,25.33,25.54,301539.0
2026-03-12,25.53,25.86,25.38,25.81,532050.0
2026-03-13,25.81,26.04,25.71,25.81,494171.0
2026-03-16,25.81,26.05,25.75,25.94,388305.0
2026-03-17,25.94,26.15,25.81,25.97,516426.0
2026-03-18,26.13,26.15,25.61,25.78,453639.0
2026-03-19,25.76,25.94,25.5,25.54,368799.0
2026-03-20,25.55,25.81,25.49,25.49,348564.0
2026-03-23,25.3,25.33,24.45,24.59,640462.0
2026-03-24,24.7,24.83,24.51,24.8,389077.0
2026-03-25,24.93,25.07,24.83,24.98,264520.0
2026-03-26,24.91,25.35,24.9,25.05,290238.0
2026-03-27,24.93,25.33,24.91,25.26,266420.0
2026-03-30,25.07,25.57,25.03,25.5,319602.0
2026-03-31,25.58,25.83,25.42,25.45,259877.0
2026-04-01,25.68,25.68,25.28,25.43,291632.0
2026-04-02,25.41,25.6,25.33,25.53,247444.0
2026-04-03,25.48,25.53,25.25,25.41,223321.0
2026-04-07,25.41,25.52,25.18,25.43,268232.0
2026-04-08,25.48,25.65,25.42,25.54,437845.0
2026-04-09,25.45,25.46,25.12,25.22,262384.0
2026-04-10,25.35,25.58,25.2,25.24,280611.0
2026-04-13,25.19,25.2,24.94,25.06,302057.0
