trade_date,open,high,low,close,volume
2026-01-05,76.318,76.778,74.528,74.958,442947.0
2026-01-06,74.858,75.768,73.668,75.118,454525.0
2026-01-07,75.268,75.858,74.338,75.648,401968.0
2026-01-08,75.648,75.758,74.588,75.308,312537.0
2026-01-09,75.878,76.228,75.578,76.048,341081.0
2026-01-12,76.058,76.068,74.088,74.898,525014.0
2026-01-13,74.178,74.278,72.378,72.478,945712.0
2026-01-14,72.478,73.908,72.188,73.428,539684.0
2026-01-15,73.738,74.328,73.168,73.498,360314.0
2026-01-16,73.528,74.128,73.428,73.588,371869.0
2026-01-19,73.648,74.418,73.328,73.898,336374.0
2026-01-20,73.938,75.648,73.478,75.278,455358.0
2026-01-21,75.238,75.238,73.828,74.058,368086.0
2026-01-22,74.528,74.538,73.648,73.768,344041.0
2026-01-23,73.848,74.068,72.988,73.058,373707.0
2026-01-26,73.078,74.148,72.298,72.628,473132.0
2026-01-27,72.678,73.378,72.198,72.378,325807.0
2026-01-28,72.368,72.638,71.278,71.618,628937.0
2026-01-29,71.978,74.358,71.748,74.158,622441.0
2026-01-30,73.878,75.278,73.678,73.868,532508.0
2026-02-02,73.878,74.758,73.278,74.128,345916.0
2026-02-03,74.078,75.168,73.708,74.188,345037.0
2026-02-04,74.378,76.158,74.288,76.088,389103.0
2026-02-05,76.108,77.438,75.908,76.728,429198.0
2026-02-06,76.708,77.078,75.678,75.818,312566.0
2026-02-09,75.458,75.618,74.688,75.438,334670.0
2026-02-10,75.488,76.558,75.158,76.468,306184.0
2026-02-11,76.278,76.488,75.878,75.968,198066.0
2026-02-12,75.738,76.338,75.578,76.078,188784.0
2026-02-13,75.788,76.278,75.188,75.328,255102.0
2026-02-24,76.478,76.878,75.798,75.798,252514.0
2026-02-25,76.558,77.048,75.568,75.978,285524.0
2026-02-26,76.428,76.478,75.028,75.528,253271.0
2026-02-27,75.308,75.778,74.778,74.918,201604.0
2026-03-02,74.278,74.338,72.978,73.728,274786.0
2026-03-03,73.738,73.918,72.778,72.838,288000.0
2026-03-04,72.278,72.798,71.648,72.438,284934.0
2026-03-05,72.878,73.268,72.398,72.548,196872.0
2026-03-06,72.498,72.998,72.038,72.798,206629.0
2026-03-09,72.008,72.378,71.298,71.688,259478.0
2026-03-10,72.028,73.118,72.028,72.878,209086.0
2026-03-11,72.878,73.998,72.378,73.668,251358.0
2026-03-12,73.578,74.028,73.208,73.678,193305.0
2026-03-13,73.228,73.738,72.928,73.138,187293.0
2026-03-16,72.798,73.158,71.958,72.918,205600.0
2026-03-17,73.258,73.878,72.878,72.878,214075.0
2026-03-18,73.018,73.578,72.578,73.338,200716.0
2026-03-19,72.708,73.258,72.208,72.278,232729.0
2026-03-20,72.198,72.428,71.398,71.398,219126.0
2026-03-23,70.228,70.248,68.628,69.648,462008.0
2026-03-24,70.008,70.698,69.078,70.508,267147.0
2026-03-25,70.778,71.248,70.228,71.078,184964.0
2026-03-26,71.168,71.818,70.458,70.598,177085.0
2026-03-27,69.178,71.228,69.078,71.058,319125.0
2026-03-30,69.628,70.278,68.048,68.378,456227.0
2026-03-31,71.328,73.598,70.588,72.628,694915.0
2026-04-01,72.778,73.678,72.618,73.118,273616.0
2026-04-02,73.128,74.118,72.858,73.648,326318.0
2026-04-03,73.578,73.628,72.478,72.628,172773.0
2026-04-07,72.628,72.978,71.898,72.398,163826.0
2026-04-08,73.228,73.528,72.628,73.008,286804.0
2026-04-09,72.678,73.298,72.178,72.798,235024.0
2026-04-10,72.798,73.018,72.338,72.688,258373.0
2026-04-13,72.308,72.748,71.858,72.058,182375.0
2026-04-14,72.338,72.828,71.778,72.828,195782.0
2026-04-15,72.828,74.158,72.478,73.768,318451.0
2026-04-16,74.048,74.718,73.678,74.178,238078.0
2026-04-17,74.458,75.528,74.118,74.928,277352.0
2026-04-20,74.678,76.178,74.328,75.858,276700.0
2026-04-21,76.028,76.358,75.478,75.778,238793.0
2026-04-22,75.778,75.908,75.148,75.578,202782.0
2026-04-23,75.568,76.428,75.008,76.128,299432.0
2026-04-24,75.838,76.478,75.738,75.938,217880.0
2026-04-27,75.518,76.428,75.288,75.778,258512.0
2026-04-28,75.728,77.078,75.458,76.728,304729.0
2026-04-29,76.828,78.218,76.728,77.588,331108.0
2026-04-30,77.278,78.428,76.888,77.378,354433.0
2026-05-06,75.978,77.158,75.428,76.718,360419.0
2026-05-07,76.278,77.258,76.048,76.088,372176.0
2026-05-08,75.928,77.368,75.598,76.678,282423.0
2026-05-11,76.418,78.728,75.858,76.948,436444.0
2026-05-12,76.938,77.448,76.008,76.368,357756.0
2026-05-13,76.238,77.228,75.908,76.658,328497.0
2026-05-14,76.668,78.358,76.668,78.088,389267.0
2026-05-15,77.728,79.578,77.028,78.848,426609.0
2026-05-18,78.958,79.718,78.358,79.108,377354.0
2026-05-19,79.108,79.118,76.778,77.278,335818.0
2026-05-20,76.998,78.438,76.358,77.778,301597.0
2026-05-21,78.428,79.428,77.778,77.778,311813.0
2026-05-22,77.948,78.278,76.168,76.558,309848.0
2026-05-25,76.278,76.418,75.068,76.088,231275.0
2026-05-26,76.078,76.978,75.708,75.828,244953.0
2026-05-27,75.808,76.558,75.148,76.308,255888.0
2026-05-28,75.878,76.058,74.888,75.228,241998.0
2026-05-29,75.198,77.538,74.778,77.128,429729.0
2026-06-01,76.598,78.278,76.568,77.978,376711.0
2026-06-02,77.538,79.068,77.498,78.878,263177.0
2026-06-03,78.578,78.978,77.838,78.888,230326.0
2026-06-04,78.328,79.758,78.078,78.698,243658.0
2026-06-05,78.578,79.578,77.878,77.968,209494.0
2026-06-08,77.668,80.028,77.158,79.128,367031.0
2026-06-09,78.778,79.268,78.028,78.638,220992.0
2026-06-10,78.778,81.158,77.748,80.178,386973.0
2026-06-11,79.938,82.178,79.678,81.628,521437.0
2026-06-12,80.778,80.938,78.828,79.508,429353.0
2026-06-15,79.228,79.258,76.778,77.208,432926.0
2026-06-16,77.248,77.268,74.838,75.238,415239.0
2026-06-17,75.248,76.128,74.818,75.498,334472.0
2026-06-18,75.508,75.768,74.078,74.278,363668.0
2026-06-22,73.608,75.428,73.178,74.558,306710.0
2026-06-23,74.448,75.898,74.098,74.348,360891.0
2026-06-24,74.778,74.978,72.278,72.908,384878.0
2026-06-25,72.918,74.648,72.478,72.778,411490.0
2026-06-26,73.158,75.218,72.888,74.828,449534.0
2026-06-29,75.79,77.99,75.14,77.27,743258.0
2026-06-30,76.52,78.66,75.31,75.53,577509.0
