final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio,avg_turnover,total_turnover
765978.8055356861,-0.2340211944643139,-0.43963516077215503,-0.24444457325221974,-6.457324209518454,-1.7985,-8.2144,0.381294964028777,0.7256,0.4472,16,1.4,278,-0.158797,-0.075224,-1.9112,0.594309,68.939827
