date,code,action,shares,price,value
2024-09-02,603237.SH,sell,581.1402233016419,17.4,10111.839885448568
2024-09-02,002289.SZ,sell,3182.7321190140096,3.23,10280.22474441525
2024-09-02,603608.SH,sell,3762.6367000207997,2.82,10610.635494058655
2024-09-02,300268.SZ,sell,1313.5832266344803,6.26,8223.030998731847
2024-09-02,300301.SZ,sell,7047.478263531021,1.28,9020.772177319708
2024-09-02,600365.SH,sell,3746.7605958013023,2.54,9516.771913335308
2024-09-02,600847.SH,buy,1447.77,6.99,10119.90565050394
2024-09-02,600798.SH,buy,3862.56,2.62,10119.90565050394
2024-09-02,600136.SH,buy,7496.23,1.35,10119.90565050394
2024-09-02,603535.SH,buy,1106.0,9.15,10119.90565050394
2024-09-02,000040.SZ,buy,7027.71,1.44,10119.90565050394
2024-09-02,000711.SZ,buy,5988.11,1.69,10119.90565050394
2024-09-02,002742.SZ,buy,3653.4,2.77,10119.90565050394
2024-09-02,000900.SZ,buy,2874.97,3.52,10119.90565050394
2024-09-02,002750.SZ,buy,4620.96,2.19,10119.90565050394
2024-10-08,600671.SH,sell,1361.9359834431116,7.58,10323.474754498786
2024-10-08,300555.SZ,sell,1659.7799274858107,7.39,12265.77366412014
2024-10-08,002816.SZ,sell,1011.369318001035,13.66,13815.30488389414
2024-10-08,603557.SH,sell,4649.121786413135,2.0,9298.24357282627
2024-10-08,600898.SH,sell,7589.591976110331,1.69,12826.41043962646
2024-10-08,002200.SZ,sell,1691.3947832474453,5.83,9860.831586332606
2024-10-08,600847.SH,sell,1447.76904871301,9.33,13507.685224492385
2024-10-08,600798.SH,sell,3862.5594085892903,3.16,12205.687731142158
2024-10-08,600136.SH,sell,7496.226407780697,1.48,11094.41508351543
2024-10-08,603535.SH,sell,1106.0006175414142,10.65,11778.906576816062
2024-10-08,000711.SZ,sell,5988.109852369196,1.67,10000.143453456558
2024-10-08,002742.SZ,sell,3653.3955416981735,2.64,9644.964230083178
2024-10-08,000900.SZ,sell,2874.973196165892,4.4,12649.882063129926
2024-10-08,002750.SZ,sell,4620.961484248375,2.26,10443.372954401328
2024-10-08,002656.SZ,buy,10563.17,1.08,11408.22115845253
2024-10-08,600193.SH,buy,3880.35,2.94,11408.22115845253
2024-10-08,002052.SZ,buy,5619.81,2.03,11408.22115845253
2024-10-08,600234.SH,buy,3587.49,3.18,11408.22115845253
2024-10-08,000622.SZ,buy,6872.42,1.66,11408.22115845253
2024-10-08,600608.SH,buy,4002.88,2.85,11408.22115845253
2024-10-08,000809.SZ,buy,5185.56,2.2,11408.22115845253
2024-10-08,002700.SZ,buy,1466.35,7.78,11408.22115845253
2024-10-08,000584.SZ,buy,5458.48,2.09,11408.22115845253
2024-10-08,603608.SH,buy,3790.11,3.01,11408.22115845253
2024-10-08,002141.SZ,buy,9274.98,1.23,11408.22115845253
2024-10-08,603377.SH,buy,7555.11,1.51,11408.22115845253
2024-10-08,603879.SH,buy,4288.8,2.66,11408.22115845253
2024-10-08,000908.SZ,buy,3521.06,3.24,11408.22115845253
2024-11-01,002485.SZ,sell,2999.940071638205,3.04,9119.817817780144
2024-11-01,002259.SZ,sell,3731.017904222306,2.46,9178.304044386872
2024-11-01,600568.SH,sell,6937.361415663349,1.31,9087.943454518989
2024-11-01,000040.SZ,sell,7027.712257294404,1.33,9346.857302201557
2024-11-01,002656.SZ,sell,10563.167739307897,1.53,16161.646641141082
2024-11-01,600193.SH,sell,3880.347332806983,3.52,13658.82261148058
2024-11-01,002052.SZ,sell,5619.813378548045,3.24,18208.195346495668
2024-11-01,600234.SH,sell,3587.490930330984,4.04,14493.463358537176
2024-11-01,000622.SZ,sell,6872.4223846099585,1.77,12164.187620759627
2024-11-01,600608.SH,sell,4002.884617000888,3.25,13009.375005252885
2024-11-01,000809.SZ,sell,5185.555072023877,2.28,11823.06556421444
2024-11-01,002700.SZ,sell,1466.3523339913277,8.6,12610.630072325417
2024-11-01,000584.SZ,sell,5458.479023183029,2.68,14628.723782130519
2024-11-01,603608.SH,sell,3790.1066971603095,3.35,12696.857435487038
2024-11-01,002141.SZ,sell,9274.976551587422,1.45,13448.715999801761
2024-11-01,603377.SH,sell,7555.113349968563,1.95,14732.471032438698
2024-11-01,603879.SH,sell,4288.804946786665,3.14,13466.847532910127
2024-11-01,000908.SZ,sell,3521.0559131026325,5.22,18379.91186639574
2024-11-01,600898.SH,buy,7414.18,1.77,13123.10202712546
2024-11-01,600000.SH,buy,1320.23,9.94,13123.10202712546
2024-11-01,603963.SH,buy,4686.82,2.8,13123.10202712546
2024-11-01,002078.SZ,buy,988.93,13.27,13123.10202712546
2024-11-01,603511.SH,buy,1164.43,11.27,13123.10202712546
2024-11-01,605228.SH,buy,1628.18,8.06,13123.10202712546
2024-11-01,600070.SH,buy,7811.37,1.68,13123.10202712546
2024-11-01,605050.SH,buy,1437.36,9.13,13123.10202712546
2024-11-01,002289.SZ,buy,3696.65,3.55,13123.10202712546
2024-11-01,003030.SZ,buy,933.36,14.06,13123.10202712546
2024-11-01,605300.SH,buy,1128.38,11.63,13123.10202712546
2024-11-01,600690.SH,buy,446.52,29.39,13123.10202712546
2024-11-01,600681.SH,buy,3738.78,3.51,13123.10202712546
2024-11-01,301113.SZ,buy,550.93,23.82,13123.10202712546
2024-11-01,601899.SH,buy,760.76,17.25,13123.10202712546
2024-11-01,603757.SH,buy,682.78,19.22,13123.10202712546
2024-11-01,000669.SZ,buy,8201.94,1.6,13123.10202712546
2024-11-01,002309.SZ,buy,6906.9,1.9,13123.10202712546
2024-12-02,600000.SH,sell,1320.231592266143,9.49,12528.997810605697
2024-12-02,603963.SH,sell,4686.822152544807,3.2,14997.830888143384
2024-12-02,002078.SZ,sell,988.9300698662744,14.64,14477.936222842258
2024-12-02,603511.SH,sell,1164.4278639862875,12.57,14636.858250307634
2024-12-02,605228.SH,sell,1628.1764301644491,10.79,17568.023681474406
2024-12-02,605050.SH,sell,1437.360572521956,9.97,14330.484908043903
2024-12-02,002289.SZ,sell,3696.6484583452,3.89,14379.96250296283
2024-12-02,003030.SZ,sell,933.3642978040867,16.68,15568.516487372166
2024-12-02,605300.SH,sell,1128.3836652730404,16.75,18900.426393323425
2024-12-02,600690.SH,sell,446.51589068136985,28.65,12792.680268021246
2024-12-02,600681.SH,sell,3738.77550630355,3.74,13983.020393575278
2024-12-02,301113.SZ,sell,550.927876873445,27.45,15122.970220176067
2024-12-02,601899.SH,sell,760.7595378043745,15.56,11837.418408236068
2024-12-02,603757.SH,sell,682.783664262511,21.24,14502.325028935733
2024-12-02,000669.SZ,sell,8201.938766953412,1.91,15665.703044881016
2024-12-02,600225.SH,buy,12638.1,1.03,13017.244382876537
2024-12-02,603377.SH,buy,5635.17,2.31,13017.244382876537
2024-12-02,000622.SZ,buy,5785.44,2.25,13017.244382876537
2024-12-02,300117.SZ,buy,8452.76,1.54,13017.244382876537
2024-12-02,002808.SZ,buy,3295.5,3.95,13017.244382876537
2024-12-02,600905.SH,buy,2823.7,4.61,13017.244382876537
2024-12-02,603559.SH,buy,1178.03,11.05,13017.244382876537
2024-12-02,603608.SH,buy,3698.08,3.52,13017.244382876537
2024-12-02,600671.SH,buy,1395.2,9.33,13017.244382876537
2024-12-02,600027.SH,buy,2456.08,5.3,13017.244382876537
2024-12-02,002336.SZ,buy,2717.59,4.79,13017.244382876537
2024-12-02,000537.SZ,buy,1377.49,9.45,13017.244382876537
2024-12-02,600578.SH,buy,3566.37,3.65,13017.244382876537
2024-12-02,000609.SZ,buy,5270.14,2.47,13017.244382876537
2024-12-02,601919.SH,buy,936.49,13.9,13017.244382876537
2024-12-02,600083.SH,buy,5610.88,2.32,13017.244382876537
2024-12-02,000672.SZ,buy,1581.68,8.23,13017.244382876537
